Idx_Sample;Ref.;Mixture Code in Ref;SiO2;Al2O3;Fe2O3;CaO;MgO;Na2O;K2O;SO3;TiO2;P2O5;SrO;Mn2O3;MnO;LOI;FA_SiO2;FA_Al2O3;FA_Fe2O3;FA_CaO;FA_MgO;FA_Na2O;FA_K2O;FA_SO3;FA_TiO2;FA_P2O5;FA_SrO;FA_Mn2O3;FA_MnO;FA_LOI;GGBFS_SiO2;GGBFS_Al2O3;GGBFS_Fe2O3;GGBFS_CaO;GGBFS_MgO;GGBFS_Na2O;GGBFS_K2O;GGBFS_SO3;GGBFS_TiO2;GGBFS_P2O5;GGBFS_SrO;GGBFS_Mn2O3;GGBFS_MnO;GGBFS_LOI;OtherSCM_SiO2;OtherSCM_Al2O3;OtherSCM_Fe2O3;OtherSCM_CaO;OtherSCM_MgO;OtherSCM_Na2O;OtherSCM_K2O;OtherSCM_SO3;OtherSCM_TiO2;OtherSCM_P2O5;OtherSCM_SrO;OtherSCM_Mn2O3;OtherSCM_MnO;OtherSCM_LOI;SF_SiO2;SF_Al2O3;SF_Fe2O3;SF_CaO;SF_MgO;SF_Na2O;SF_K2O;SF_SO3;SF_TiO2;SF_P2O5;SF_SrO;SF_Mn2O3;SF_MnO;SF_LOI;Kaolin_SiO2;Kaoliin_Al2O3;Kaolin_Fe2O3;Kaolin_CaO;Kaolin_MgO;Kaolin_Na2O;Kaolin_K2O;Kaolin_SO3;Kaolin_TiO2;Kaolin_P2O5;Kaolin_SrO;Kaolin_Mn2O3;Kaolin_MnO;Kaolin_LOI;OPC_SiO2;OPC_Al2O3;OPC_Fe2O3;OPC_CaO;OPC_MgO;OPC_Na2O;OPC_K2O;OPC_SO3;OPC_TiO2;OPC_P2O5;OPC_SrO;OPC_Mn2O3;OPC_MnO;OPC_LOI;Fine modulus (m2/kg);Specific gravity;OPC (kg/m3);FA (kg/m3);GGBFS (kg/m3);SF (kg/m3);MK (kg/m3);Other SCM (kg/m3);OPC density (kg/m3);FA density (kg/m3);GGBFS density (kg/m3);SF density (kg/m3);MK density (kg/m3);Other SCM density (kg/m3);Coarse aggregate (kg/m3);Fine aggregate (kg in 1m3 mix);Total aggregates (kg in 1m3 mix);Coarse Agg density (kg/m3);Fine Agg density (kg/m3);NaOH specific gravity;Na2SiO3 specific gravity;Total Na2SiO3 (kg in 1m3 of mix);Na2O (l);SiO2 (l);H2O;Na2O (Dry);SiO2 (Dry);Water;Total NaOH (kg in 1m3 mix);Concentration (M) NaOH;Water;NaOH (Dry);Additional water (kg in 1m3 mix);Superplasticizer (kg in 1m3 mix);Total water (in solutions + additional) (kg in 1m3 mix);Initial curing time (day) ;Initial curing temp (C);Initial curing rest time (day);Final curing temp (C);Cube D (mm);Cylinder D (mm);Cylinder H (mm);1-d Cubic compressive strength (MPa);3-d Cubic compressive strength (MPa);7-d Cubic compressive strength (MPa);14-d Cubic compressive strength (MPa) ;21-d Cubic compressive strength (MPa);28-d Cubic compressive strength (MPa);56-d Cubic compressive strength (MPa);90-d Cubic compressive strength (MPa) ;180-d Cubic compressive strength (MPa);365-d Cubic compressive strength (MPa) ;4 HOURS Cylindrical compressive strength (MPa);1-d Cylindrical compressive strength (MPa);2-d Cylindrical compressive strength (MPa);3-d Cylindrical compressive strength (MPa);4-d Cylindrical compressive strength (MPa);5-d Cylindrical compressive strength (MPa);7-d Cylindrical compressive strength (MPa);12-d Cylindrical compressive strength (MPa);14-d Cylindrical compressive strength (MPa);21-d Cylindrical compressive strength (MPa);28-d Cylindrical compressive strength (MPa);56-d Cylindrical compressive strength (MPa) ;90-d Cylindrical compressive strength (MPa);180-d Cylindrical compressive strength (MPa) ;365-d Cylindrical compressive strength (MPa);3-d fst-cube (MPa);7-d fst-cube (MPa);14-d fst-cube (MPa);21-d fst-cube (MPa);28-d fst-cube (MPa);56-d fst-cube (MPa);180-d fst-cube (MPa);3-d fst-cylinder (MPa);7-d fst-cylinder (MPa);14-d fst-cylinder (MPa);21-d fst-cylinder (MPa);28-dfst-cylinder (MPa);56-d fst-cylinder (MPa);90-d fst-cylinder (MPa);180-d fst-cylinder (MPa);365-d fst-cylinder (MPa);3-d Ec (MPa);7-d Ec (MPa);14-d Ec (MPa);21-d Ec (MPa);28-d Ec (MPa);56-d Ec (MPa);90-d Ec (MPa);180-d Ec (MPa) ;365-d Ec (MPa);3-d WA (%);7-d WA (%);14-d WA (%);21-d WA (%);28-d WA (%);56-d WA (%);90-d WA (%);180-d WA (%);365-d WA (%);3-d Porosity/AVPV (%);7-d Porosity/AVPV (%);14-d Porosity/AVPV (%);21-d Porosity/AVPV (%);28-d Porosity/AVPV (%);56-d Porosity/AVPV (%);90-d Porosity/AVPV (%);180-d Porosity/AVPV (%);365-d Porosity/AVPV (%);3-d Water permeability (mm);7-d Water permeability (mm);14-d Water permeability (mm);21-d Water permeability (mm);28-d Water permeability (mm);56-d Water permeability (mm);90-d Water permeability (mm);180-d Water permeability (mm);365-d Water permeability (mm);3-d Abrasion resistance (mm);7-d Abrasion resistance (mm);14-d Abrasion resistance (mm);21-d Abrasion resistance (mm);28-d Abrasion resistance (mm);56-d Abrasion resistance (mm);90-d Abrasion resistance (mm);180-d Abrasion resistance (mm);365-d Abrasion resistance (mm);3-d UPV (m/s);7-d UPV (m/s);14-d UPV (m/s);21-d UPV (m/s);28-d UPV (m/s);56-d UPV (m/s);90-d UPV (m/s);180-d UPV (m/s);365-d UPV (m/s);3-d sorptivity(m/s^0.5);7-d sorptivity(m/s^0.5);14-d sorptivity(m/s^0.5);21-d sorptivity(m/s^0.5);28-d sorptivity(m/s^0.5);56-d sorptivity(m/s^0.5);90-d sorptivity(m/s^0.5);180-d sorptivity(m/s^0.5);365-d sorptivity(m/s^0.5);Slump (mm);flowtable;Seeting I;Setting F;"CO2 footprint
(kg emision per 1m3 of samples produced and cured)
[108] and [109] used"
876;[64];;32,62;31,23;8,48;17,12;3,49;0,91;0,1;0;1,65;0;0;0;;0,93;32,62;31,23;8,48;17,12;3,49;0,91;0,1;0;1,65;0;0;0;0;0,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;414;;;;;;2,53;;;;;1260;540;1800;2,69;2,6;0;0;133;0,147;0,294;0,56;19,55;39,1;74,347;53;8;36,04;16,96;14;5,8;127,867;;25;;24;100;;;;;19,3007;26,8531;;26,2238;23,7063;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;101,5584
877;[64];;32,62;31,23;8,48;17,12;3,49;0,91;0,1;0;1,65;0;0;0;;0,93;32,62;31,23;8,48;17,12;3,49;0,91;0,1;0;1,65;0;0;0;0;0,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;444;;;;;;2,53;;;;;1260;540;1800;2,69;2,6;0;0;111;0,147;0,294;0,56;16,32;32,63;62,049;45;12;23,4;21,6;36;5,8;124,929;;25;;24;100;;;;;14,863;26,3699;;31,1644;32,6027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;;;;102,644
878;[64];;32,62;31,23;8,48;17,12;3,49;0,91;0,1;0;1,65;0;0;0;;0,93;32,62;31,23;8,48;17,12;3,49;0,91;0,1;0;1,65;0;0;0;0;0,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;414;;;;;;2,53;;;;;1260;540;1800;2,69;2,6;0;0;133;0,147;0,294;0,56;19,55;39,1;74,347;53;12;27,56;25,44;14;5,8;119,387;;25;;24;100;;;;;17,8322;24,3357;;24,3357;21,8182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;117,7976
879;[64];;32,62;31,23;8,48;17,12;3,49;0,91;0,1;0;1,65;0;0;0;;0,93;32,62;31,23;8,48;17,12;3,49;0,91;0,1;0;1,65;0;0;0;0;0,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;414;;;;;;2,53;;;;;1260;540;1800;2,69;2,6;0;0;133;0,147;0,294;0,56;19,55;39,1;74,347;53;8;36,04;16,96;14;5,8;127,867;1;60;;24;100;;;;;13,6525;17,3759;;14,6454;15,8865;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;110;;;;124,0167333
880;[65];18 Class C;58,05;21,59;5,1;9,42;1,86;0,92;0;0,39;0;0;0;0;;0;58,05;21,59;5,1;9,42;1,86;0,92;0;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;408;;;;;;;;;;;1320;590;1910;;;0;0;83,2;0,106;0,265;0,63;8,82;22,05;52,3328;41,6;14;18,304;23,296;0;0;70,6368;1;46;0;24;;100;200;;;;;;;;;;;;33,7;;37,3;;;38,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,83884
881;[65];13 Class C;58,05;21,59;5,1;9,42;1,86;0,92;0;0,39;0;0;0;0;;0;58,05;21,59;5,1;9,42;1,86;0,92;0;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;408;;;;;;;;;;;1320;590;1910;;;0;0;83,2;0,106;0,265;0,63;8,82;22,05;52,3328;41,6;8;28,288;13,312;0;0;80,6208;1;46;0;24;;100;200;;;;;;;;;;;;;;;;;30,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;79,71948
882;[65];14 Class C;58,05;21,59;5,1;9,42;1,86;0,92;0;0,39;0;0;0;0;;0;58,05;21,59;5,1;9,42;1,86;0,92;0;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;408;;;;;;;;;;;1320;590;1910;;;0;0;83,2;0,106;0,265;0,63;8,82;22,05;52,3328;41,6;14;18,304;23,296;0;0;70,6368;1;46;0;24;;100;200;;;;;;;;;;;;;;;;;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,83884
883;[65];15 Class F;54,7;29;6,74;1,29;0,8;1,88;0;0,1;0;0;0;0;;0;54,7;29;6,74;1,29;0,8;1,88;0;0,1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;408;;;;;;;;;;;1320;590;1910;;;0;0;83,2;0,106;0,265;0,63;8,82;22,05;52,3328;41,6;8;28,288;13,312;0;0;80,6208;1;46;0;24;;100;200;;;;;;;;;;;;;;;;;33,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;79,71948
884;[65];16 Class F;54,7;29;6,74;1,29;0,8;1,88;0;0,1;0;0;0;0;;0;54,7;29;6,74;1,29;0,8;1,88;0;0,1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;408;;;;;;;;;;;1320;590;1910;;;0;0;83,2;0,106;0,265;0,63;8,82;22,05;52,3328;41,6;14;18,304;23,296;0;0;70,6368;1;46;0;24;;100;200;;;;;;;;;;;;;;;;;10,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,83884
885;[65];17 Class C;58,05;21,59;5,1;9,42;1,86;0,92;0;0,39;0;0;0;0;;0;58,05;21,59;5,1;9,42;1,86;0,92;0;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;408;;;;;;;;;;;1080;830;1910;;;0;0;83,2;0,106;0,265;0,63;8,82;22,05;52,3328;41,6;14;18,304;23,296;0;0;70,6368;1;46;0;24;;100;200;;;;;;;;;;;;;;;;;39,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,83884
886;[65];19 Class C;58,05;21,59;5,1;9,42;1,86;0,92;0;0,39;0;0;0;0;;0;58,05;21,59;5,1;9,42;1,86;0,92;0;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;408;;;;;;;;;;;990;920;1910;;;0;0;83,2;0,106;0,265;0,63;8,82;22,05;52,3328;41,6;14;18,304;23,296;0;0;70,6368;1;46;0;24;;100;200;;;;;;;;;;;;;;;;;26,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,83884
887;[65];20 Class  F;54,7;29;6,74;1,29;0,8;1,88;0;0,1;0;0;0;0;;0;54,7;29;6,74;1,29;0,8;1,88;0;0,1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;408;;;;;;;;;;;1080;830;1910;;;0;0;83,2;0,106;0,265;0,63;8,82;22,05;52,3328;41,6;14;18,304;23,296;0;0;70,6368;1;46;0;24;;100;200;;;;;;;;;;;;;;;;;7,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,83884
888;[65];21 Class  F;54,7;29;6,74;1,29;0,8;1,88;0;0,1;0;0;0;0;;0;54,7;29;6,74;1,29;0,8;1,88;0;0,1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;408;;;;;;;;;;;1320;590;1910;;;0;0;83,2;0,106;0,265;0,63;8,82;22,05;52,3328;41,6;14;18,304;23,296;0;0;70,6368;1;46;0;24;;100;200;;;;;;;;;;;;;;;;;5,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,83884
889;[65];22 Class  F;54,7;29;6,74;1,29;0,8;1,88;0;0,1;0;0;0;0;;0;54,7;29;6,74;1,29;0,8;1,88;0;0,1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;408;;;;;;;;;;;990;920;1910;;;0;0;83,2;0,106;0,265;0,63;8,82;22,05;52,3328;41,6;14;18,304;23,296;0;0;70,6368;1;46;0;24;;100;200;;;;;;;;;;;;;;;;;5,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,83884
890;[65];23 Class C;58,05;21,59;5,1;9,42;1,86;0,92;0;0,39;0;0;0;0;;0;58,05;21,59;5,1;9,42;1,86;0,92;0;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;408;;;;;;;;;;;1320;590;1910;;;0;0;83,2;0,106;0,265;0,63;8,82;22,05;52,3328;41,6;8;28,288;13,312;0;0;80,6208;1;46;0;24;;100;200;;;;;;;;;;;;;;;;;11,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;79,71948
891;[65];24 Class C;58,05;21,59;5,1;9,42;1,86;0,92;0;0,39;0;0;0;0;;0;58,05;21,59;5,1;9,42;1,86;0,92;0;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;408;;;;;;;;;;;1320;590;1910;;;0;0;83,2;0,106;0,265;0,63;8,82;22,05;52,3328;41,6;8;28,288;13,312;0;0;80,6208;1;55;0;24;;100;200;;;;;;;;;;;;;;;;;17,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85,49448
892;[65];25 Class C;58,05;21,59;5,1;9,42;1,86;0,92;0;0,39;0;0;0;0;;0;58,05;21,59;5,1;9,42;1,86;0,92;0;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;408;;;;;;;;;;;1320;590;1910;;;0;0;83,2;0,106;0,265;0,63;8,82;22,05;52,3328;41,6;8;28,288;13,312;0;0;80,6208;1;70;0;24;;100;200;;;;;;;;;;;;;;;;;19,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95,11948
893;[65];26 Class C;58,05;21,59;5,1;9,42;1,86;0,92;0;0,39;0;0;0;0;;0;58,05;21,59;5,1;9,42;1,86;0,92;0;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;408;;;;;;;;;;;1320;590;1910;;;0;0;83,2;0,106;0,265;0,63;8,82;22,05;52,3328;41,6;14;28,288;13,312;0;0;80,6208;1;46;0;24;;100;200;;;;;;;;;;;;;;;;;33,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;79,71948
894;[65];27 Class C;58,05;21,59;5,1;9,42;1,86;0,92;0;0,39;0;0;0;0;;0;58,05;21,59;5,1;9,42;1,86;0,92;0;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;408;;;;;;;;;;;1320;590;1910;;;0;0;83,2;0,106;0,265;0,63;8,82;22,05;52,3328;41,6;14;28,288;13,312;0;0;80,6208;1;55;0;24;;100;200;;;;;;;;;;;;;;;;;37,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85,49448
895;[65];28 Class C;58,05;21,59;5,1;9,42;1,86;0,92;0;0,39;0;0;0;0;;0;58,05;21,59;5,1;9,42;1,86;0,92;0;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;408;;;;;;;;;;;1320;590;1910;;;0;0;83,2;0,106;0,265;0,63;8,82;22,05;52,3328;41,6;14;28,288;13,312;0;0;80,6208;1;70;0;24;;100;200;;;;;;;;;;;;;;;;;49,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95,11948
896;[65];30 Class C;58,05;21,59;5,1;9,42;1,86;0,92;0;0,39;0;0;0;0;;0;58,05;21,59;5,1;9,42;1,86;0,92;0;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;408;;;;;;;;;;;1320;590;1910;;;0;0;83,2;0,106;0,265;0,63;8,82;22,05;52,3328;41,6;8;28,288;13,312;0;0;80,6208;2;55;0;24;;100;200;;;;;;;;;;;;;;;;;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104,74448
897;[65];32 Class C;58,05;21,59;5,1;9,42;1,86;0,92;0;0,39;0;0;0;0;;0;58,05;21,59;5,1;9,42;1,86;0,92;0;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;408;;;;;;;;;;;1320;590;1910;;;0;0;83,2;0,106;0,265;0,63;8,82;22,05;52,3328;41,6;14;18,304;23,296;0;0;70,6368;2;55;0;24;;100;200;;;;;;;;;;;;;;;;;38,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;123,86384
898;[66];GPC1-60;51,7;31,9;3,48;1,21;0,81;0,51;0,51;0,25;0;0;0;0;;9,63;51,7;31,9;3,48;1,21;0,81;0,51;0,51;0,25;0;0;0;0;0;9,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,5;;418;;;;;;2,5;;;;;1079;593;1672;2,7;2,65;0;0;179;0,128;0,255;0,62;22,91;45,65;110,443;72;8;48,96;23,04;0;0;159,403;0,416666667;60;;65;;150;300;;;;;;;;;;;;;;;;;50,8;;;;;;;;;;;;;;;;;;;;;;;;;;25,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;127,6168389
899;[66];GPC2-60;51,7;31,9;3,48;1,21;0,81;0,51;0,51;0,25;0;0;0;0;;9,63;51,7;31,9;3,48;1,21;0,81;0,51;0,51;0,25;0;0;0;0;0;9,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,5;;431;;;;;;2,5;;;;;1113;612;1725;2,7;2,65;0;0;154;0,128;0,255;0,62;19,71;39,27;95,018;62;8;42,16;19,84;0;0;137,178;0,416666667;60;;65;;150;300;;;;;;;;;;;;;;;;;52,04;;;;;;;;;;;;;;;;;;;;;;;;;;21,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;112,7952389
900;[66];GPC3-60;51,7;31,9;3,48;1,21;0,81;0,51;0,51;0,25;0;0;0;0;;9,63;51,7;31,9;3,48;1,21;0,81;0,51;0,51;0,25;0;0;0;0;0;9,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,5;;445;;;;;;2,5;;;;;1149;632;1781;2,7;2,65;0;0;127;0,128;0,255;0,62;16,26;32,39;78,359;51;8;34,68;16,32;0;0;113,039;0,416666667;60;;65;;150;300;;;;;;;;;;;;;;;;;46,34;;;;;;;;;;;;;;;;;;;;;;;;;;22,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96,6592389
901;[66];GPC1-90;51,7;31,9;3,48;1,21;0,81;0,51;0,51;0,25;0;0;0;0;;9,63;51,7;31,9;3,48;1,21;0,81;0,51;0,51;0,25;0;0;0;0;0;9,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,5;;418;;;;;;2,5;;;;;1079;593;1672;2,7;2,65;0;0;179;0,128;0,255;0,62;22,91;45,65;110,443;72;8;48,96;23,04;0;0;159,403;0,416666667;90;;65;;150;300;;;;;;;;;;;;;;;;;54,4;;;;;;;;;;;;;;;;;;;;;;;;;;25,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;135,6376722
902;[66];GPC2-90;51,7;31,9;3,48;1,21;0,81;0,51;0,51;0,25;0;0;0;0;;9,63;51,7;31,9;3,48;1,21;0,81;0,51;0,51;0,25;0;0;0;0;0;9,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,5;;431;;;;;;2,5;;;;;1113;612;1725;2,7;2,65;0;0;154;0,128;0,255;0,62;19,71;39,27;95,018;62;8;42,16;19,84;0;0;137,178;0,416666667;90;;65;;150;300;;;;;;;;;;;;;;;;;53,6;;;;;;;;;;;;;;;;;;;;;;;;;;25,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;120,8160722
903;[66];GPC3-90;51,7;31,9;3,48;1,21;0,81;0,51;0,51;0,25;0;0;0;0;;9,63;51,7;31,9;3,48;1,21;0,81;0,51;0,51;0,25;0;0;0;0;0;9,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,5;;445;;;;;;2,5;;;;;1149;632;1781;2,7;2,65;0;0;127;0,128;0,255;0,62;16,26;32,39;78,359;51;8;34,68;16,32;0;0;113,039;0,416666667;90;;65;;150;300;;;;;;;;;;;;;;;;;49,73;;;;;;;;;;;;;;;;;;;;;;;;;;22,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104,6800722
