Idx_Sample;Ref.;Mixture Code in Ref;SiO2;Al2O3;Fe2O3;CaO;MgO;Na2O;K2O;SO3;TiO2;P2O5;SrO;Mn2O3;MnO;LOI;FA_SiO2;FA_Al2O3;FA_Fe2O3;FA_CaO;FA_MgO;FA_Na2O;FA_K2O;FA_SO3;FA_TiO2;FA_P2O5;FA_SrO;FA_Mn2O3;FA_MnO;FA_LOI;GGBFS_SiO2;GGBFS_Al2O3;GGBFS_Fe2O3;GGBFS_CaO;GGBFS_MgO;GGBFS_Na2O;GGBFS_K2O;GGBFS_SO3;GGBFS_TiO2;GGBFS_P2O5;GGBFS_SrO;GGBFS_Mn2O3;GGBFS_MnO;GGBFS_LOI;OtherSCM_SiO2;OtherSCM_Al2O3;OtherSCM_Fe2O3;OtherSCM_CaO;OtherSCM_MgO;OtherSCM_Na2O;OtherSCM_K2O;OtherSCM_SO3;OtherSCM_TiO2;OtherSCM_P2O5;OtherSCM_SrO;OtherSCM_Mn2O3;OtherSCM_MnO;OtherSCM_LOI;SF_SiO2;SF_Al2O3;SF_Fe2O3;SF_CaO;SF_MgO;SF_Na2O;SF_K2O;SF_SO3;SF_TiO2;SF_P2O5;SF_SrO;SF_Mn2O3;SF_MnO;SF_LOI;Kaolin_SiO2;Kaoliin_Al2O3;Kaolin_Fe2O3;Kaolin_CaO;Kaolin_MgO;Kaolin_Na2O;Kaolin_K2O;Kaolin_SO3;Kaolin_TiO2;Kaolin_P2O5;Kaolin_SrO;Kaolin_Mn2O3;Kaolin_MnO;Kaolin_LOI;OPC_SiO2;OPC_Al2O3;OPC_Fe2O3;OPC_CaO;OPC_MgO;OPC_Na2O;OPC_K2O;OPC_SO3;OPC_TiO2;OPC_P2O5;OPC_SrO;OPC_Mn2O3;OPC_MnO;OPC_LOI;Fine modulus (m2/kg);Specific gravity;OPC (kg/m3);FA (kg/m3);GGBFS (kg/m3);SF (kg/m3);MK (kg/m3);Other SCM (kg/m3);OPC density (kg/m3);FA density (kg/m3);GGBFS density (kg/m3);SF density (kg/m3);MK density (kg/m3);Other SCM density (kg/m3);Coarse aggregate (kg/m3);Fine aggregate (kg in 1m3 mix);Total aggregates (kg in 1m3 mix);Coarse Agg density (kg/m3);Fine Agg density (kg/m3);NaOH specific gravity;Na2SiO3 specific gravity;Total Na2SiO3 (kg in 1m3 of mix);Na2O (l);SiO2 (l);H2O;Na2O (Dry);SiO2 (Dry);Water;Total NaOH (kg in 1m3 mix);Concentration (M) NaOH;Water;NaOH (Dry);Additional water (kg in 1m3 mix);Superplasticizer (kg in 1m3 mix);Total water (in solutions + additional) (kg in 1m3 mix);Initial curing time (day) ;Initial curing temp (C);Initial curing rest time (day);Final curing temp (C);Cube D (mm);Cylinder D (mm);Cylinder H (mm);1-d Cubic compressive strength (MPa);3-d Cubic compressive strength (MPa);7-d Cubic compressive strength (MPa);14-d Cubic compressive strength (MPa) ;21-d Cubic compressive strength (MPa);28-d Cubic compressive strength (MPa);56-d Cubic compressive strength (MPa);90-d Cubic compressive strength (MPa) ;180-d Cubic compressive strength (MPa);365-d Cubic compressive strength (MPa) ;4 HOURS Cylindrical compressive strength (MPa);1-d Cylindrical compressive strength (MPa);2-d Cylindrical compressive strength (MPa);3-d Cylindrical compressive strength (MPa);4-d Cylindrical compressive strength (MPa);5-d Cylindrical compressive strength (MPa);7-d Cylindrical compressive strength (MPa);12-d Cylindrical compressive strength (MPa);14-d Cylindrical compressive strength (MPa);21-d Cylindrical compressive strength (MPa);28-d Cylindrical compressive strength (MPa);56-d Cylindrical compressive strength (MPa) ;90-d Cylindrical compressive strength (MPa);180-d Cylindrical compressive strength (MPa) ;365-d Cylindrical compressive strength (MPa);3-d fst-cube (MPa);7-d fst-cube (MPa);14-d fst-cube (MPa);21-d fst-cube (MPa);28-d fst-cube (MPa);56-d fst-cube (MPa);180-d fst-cube (MPa);3-d fst-cylinder (MPa);7-d fst-cylinder (MPa);14-d fst-cylinder (MPa);21-d fst-cylinder (MPa);28-dfst-cylinder (MPa);56-d fst-cylinder (MPa);90-d fst-cylinder (MPa);180-d fst-cylinder (MPa);365-d fst-cylinder (MPa);3-d Ec (MPa);7-d Ec (MPa);14-d Ec (MPa);21-d Ec (MPa);28-d Ec (MPa);56-d Ec (MPa);90-d Ec (MPa);180-d Ec (MPa) ;365-d Ec (MPa);3-d WA (%);7-d WA (%);14-d WA (%);21-d WA (%);28-d WA (%);56-d WA (%);90-d WA (%);180-d WA (%);365-d WA (%);3-d Porosity/AVPV (%);7-d Porosity/AVPV (%);14-d Porosity/AVPV (%);21-d Porosity/AVPV (%);28-d Porosity/AVPV (%);56-d Porosity/AVPV (%);90-d Porosity/AVPV (%);180-d Porosity/AVPV (%);365-d Porosity/AVPV (%);3-d Water permeability (mm);7-d Water permeability (mm);14-d Water permeability (mm);21-d Water permeability (mm);28-d Water permeability (mm);56-d Water permeability (mm);90-d Water permeability (mm);180-d Water permeability (mm);365-d Water permeability (mm);3-d Abrasion resistance (mm);7-d Abrasion resistance (mm);14-d Abrasion resistance (mm);21-d Abrasion resistance (mm);28-d Abrasion resistance (mm);56-d Abrasion resistance (mm);90-d Abrasion resistance (mm);180-d Abrasion resistance (mm);365-d Abrasion resistance (mm);3-d UPV (m/s);7-d UPV (m/s);14-d UPV (m/s);21-d UPV (m/s);28-d UPV (m/s);56-d UPV (m/s);90-d UPV (m/s);180-d UPV (m/s);365-d UPV (m/s);3-d sorptivity(m/s^0.5);7-d sorptivity(m/s^0.5);14-d sorptivity(m/s^0.5);21-d sorptivity(m/s^0.5);28-d sorptivity(m/s^0.5);56-d sorptivity(m/s^0.5);90-d sorptivity(m/s^0.5);180-d sorptivity(m/s^0.5);365-d sorptivity(m/s^0.5);Slump (mm);flowtable;Seeting I;Setting F;"CO2 footprint
(kg emision per 1m3 of samples produced and cured)
[108] and [109] used"
847;[62];Mix 1;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;0;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;410;;;;;;;740;1110;1850;2,44;2,6;2,13;1,53;103;0,11;0,29;0,6;11,33;29,87;61,8;41;14;18,04;22,96;101;12,3;188,22;;25;;24;100;;;;;18,5;;;22,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;113,0524
848;[62];Mix 2;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;0;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;410;;;;;;;740;1110;1850;2,44;2,6;2,13;1,53;103;0,11;0,29;0,6;11,33;29,87;61,8;41;14;18,04;22,96;124;12,3;211,22;;25;;24;100;;;;;14,1;;;16,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;113,0524
849;[62];Mix 3;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;0;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;410;;;;;;;740;1110;1850;2,44;2,6;2,13;1,53;103;0,11;0,29;0,6;11,33;29,87;61,8;41;14;18,04;22,96;148;12,3;235,22;;25;;24;100;;;;;10,6;;;13,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;113,0524
850;[62];Mix 4;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;0;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;410;;;;;;;740;1110;1850;2,44;2,6;2,13;1,53;103;0,11;0,29;0,6;11,33;29,87;61,8;41;14;18,04;22,96;101;16,4;190,68;;25;;24;100;;;;;17,8;;;21,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;120,7604
851;[62];Mix 5;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;0;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;410;;;;;;;740;1110;1850;2,44;2,6;2,13;1,53;41;0,11;0,29;0,6;4,51;11,89;24,6;103;14;45,32;57,68;101;16,4;180,76;;25;;24;100;;;;;10,1;;;13,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;164,9292
852;[62];Mix 6;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;0;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;410;;;;;;;740;1110;1850;2,44;2,6;2,13;1,53;103;0,11;0,29;0,6;11,33;29,87;61,8;41;12;21,32;19,68;98;16,4;190,96;;25;;24;100;;;;;15,3;;;18,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;114,4792
853;[62];Mix 7;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;0;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;410;;;;;;;740;1110;1850;2,44;2,6;2,13;1,53;103;0,11;0,29;0,6;11,33;29,87;61,8;41;10;24,6;16,4;95;16,4;191,24;;25;;24;100;;;;;13,4;;;16,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;108,198
854;[62];Mix 8;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;0;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;410;;;;;;;740;1110;1850;2,44;2,6;2,13;1,53;41;0,11;0,29;0,6;4,51;11,89;24,6;103;12;53,56;49,44;94;12,3;179,54;;25;;24;100;;;;;8,9;;;10,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;141,4416
855;[62];Mix 9;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;0;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;410;;;;;;;740;1110;1850;2,44;2,6;2,13;1,53;41;0,11;0,29;0,6;4,51;11,89;24,6;103;10;61,8;41,2;87;12,3;180,78;;25;;24;100;;;;;6,2;;;8,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;125,662
856;[62];Mix 10;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;0;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;410;;;;;;;740;1110;1850;2,44;2,6;2,13;1,53;103;0,11;0,29;0,6;11,33;29,87;61,8;41;14;18,04;22,96;101;20,5;193,14;;25;;24;100;;;;;16,2;;;19,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;128,4684
857;[62];Mix 11;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;0;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;410;;;;;;;740;1110;1850;2,44;2,6;2,13;1,53;103;0,11;0,29;0,6;11,33;29,87;61,8;41;14;18,04;22,96;101;24,6;195,6;;25;;24;100;;;;;13,3;;;16,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;136,1764
858;[62];Mix 12;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;0;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;410;;;;;;;740;1110;1850;2,44;2,6;2,13;1,53;96;0,11;0,29;0,6;10,56;27,84;57,6;48;14;21,12;26,88;101;12,3;187,1;;25;;24;100;;;;;14;;;19,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;118,0392
859;[62];Mix 13;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;0;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;410;;;;;;;740;1110;1850;2,44;2,6;2,13;1,53;108;0,11;0,29;0,6;11,88;31,32;64,8;36;14;15,84;20,16;101;12,3;189,02;;25;;24;100;;;;;19,1;;;23,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;109,4904
860;[62];Mix 14;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;0;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;410;;;;;;;740;1110;1850;2,44;2,6;2,13;1,53;117;0,11;0,29;0,6;12,87;33,93;70,2;47;14;20,68;26,32;92;12,3;190,26;;25;;24;100;;;;;18,8;;;23,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;124,5268
861;[62];Mix 15;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;0;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;410;;;;;;;740;1110;1850;2,44;2,6;2,13;1,53;132;0,11;0,29;0,6;14,52;38,28;79,2;53;14;23,32;29,68;83;12,3;192,9;;25;;24;100;;;;;21,1;;;24,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;136,3612
862;[62];Mix 16;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;0;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;410;;;;;;;740;1110;1850;2,44;2,6;2,13;1,53;146,5;0,11;0,29;0,6;16,12;42,49;87,9;58,5;14;25,74;32,76;74;12,3;195,02;;25;;24;100;;;;;17,3;;;19,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;147,4794
863;[62];Mix 17;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;0;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;410;;;;;;;740;1110;1850;2,44;2,6;2,13;1,53;88;0,11;0,29;0,6;9,68;25,52;52,8;35;14;15,4;19,6;110;12,3;185,58;;25;;24;100;;;;;14,1;;;18,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101,218
864;[62];Mix 1;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;0;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;410;;;;;;;740;1110;1850;2,44;2,6;2,13;1,53;103;0,11;0,29;0,6;11,33;29,87;61,8;41;14;18,04;22,96;101;12,3;188,22;1;40;1;24;100;;;;17,2;19,7;;;23,6;;;;;;;;;;;;;;;;;;;;;;;;4,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;122,6774
865;[62];Mix 1;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;0;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;410;;;;;;;740;1110;1850;2,44;2,6;2,13;1,53;103;0,11;0,29;0,6;11,33;29,87;61,8;41;14;18,04;22,96;101;12,3;188,22;1;80;1;24;100;;;;21,5;24,6;;;27,5;;;;;;;;;;;;;;;;;;;;;;;;5,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;148,3440667
866;[62];Mix 1;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;0;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;410;;;;;;;740;1110;1850;2,44;2,6;2,13;1,53;103;0,11;0,29;0,6;11,33;29,87;61,8;41;14;18,04;22,96;101;12,3;188,22;2;40;1;24;100;;;;19,5;22,9;;;25,3;;;;;;;;;;;;;;;;;;;;;;;;4,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;132,3024
867;[62];Mix 1;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;0;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;410;;;;;;;740;1110;1850;2,44;2,6;2,13;1,53;103;0,11;0,29;0,6;11,33;29,87;61,8;41;14;18,04;22,96;101;12,3;188,22;2;80;1;24;100;;;;22,3;25;;;28,2;;;;;;;;;;;;;;;;;;;;;;;;5,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;183,6357333
868;[62];Mix 15;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;0;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;410;;;;;;;740;1110;1850;2,44;2,6;2,13;1,53;132;0,11;0,29;0,6;14,52;38,28;79,2;53;14;23,32;29,68;83;12,3;192,9;1;40;1;24;100;;;;22,1;25,3;;;29,4;;;;;;;;;;;;;;;;;;;;;;;;4,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;145,9862
869;[62];Mix 15;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;0;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;410;;;;;;;740;1110;1850;2,44;2,6;2,13;1,53;132;0,11;0,29;0,6;14,52;38,28;79,2;53;14;23,32;29,68;83;12,3;192,9;1;80;1;24;100;;;;23,4;27,8;;;30,8;;;;;;;;;;;;;;;;;;;;;;;;5,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;171,6528667
870;[62];Mix 15;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;0;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;410;;;;;;;740;1110;1850;2,44;2,6;2,13;1,53;132;0,11;0,29;0,6;14,52;38,28;79,2;53;14;23,32;29,68;83;12,3;192,9;2;40;1;24;100;;;;23,3;27,1;;;30,1;;;;;;;;;;;;;;;;;;;;;;;;4,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;155,6112
871;[62];Mix 15;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40,17;13,86;15,16;9,7;9,57;3,66;1,53;0,09;0;0;0;0;0;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;410;;;;;;;740;1110;1850;2,44;2,6;2,13;1,53;132;0,11;0,29;0,6;14,52;38,28;79,2;53;14;23,32;29,68;83;12,3;192,9;2;80;1;24;100;;;;24,1;29;;;31,9;;;;;;;;;;;;;;;;;;;;;;;;5,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;206,9445333
873;[63];FA 25-GGBS75;39,33611247;19,17281174;1,186523227;26,13046455;5,34603912;0;0;1,438508557;0,124694377;0;0;0;;1,648606357;16,3599022;6,982885086;0,748166259;0,249388753;0,249388753;0;0;0,049877751;0,124694377;0;0;0;0;0,072322738;22,97621027;12,18992665;0,438356968;25,88107579;5,096650367;0;0;1,388630807;0;0;0;0;0;1,576283619;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;370;2,395;;102;307;;;;;2,24;2,86;;;;1293;554;1847;2,58;2,62;0;0;102;0,137;0,294;0,57;13,97;29,99;58,038;41;10;24,6;16,4;55;0;137,638;;25;;24;150;;;;;44,4;48,2;;55,5;74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,39;3,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93,3636
874;[63];FA 00-GGBS100;30,61;16,24;0,584;34,48;6,79;0;0;1,85;0;0;0;0;;2,1;;;;;;;;;;;;;;;30,61;16,24;0,584;34,48;6,79;0;0;1,85;0;0;0;0;0;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;400;2,86;;;409;;;;;2,24;2,86;;;;1293;554;1847;2,58;2,62;0;0;102;0,137;0,294;0,57;13,97;29,99;58,038;41;10;24,6;16,4;55;0;137,638;;25;;24;150;;;;;52,4;56,2;;58,6;83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,54;3,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98,2596
875;[64];;32,62;31,23;8,48;17,12;3,49;0,91;0,1;0;1,65;0;0;0;;0,93;32,62;31,23;8,48;17,12;3,49;0,91;0,1;0;1,65;0;0;0;0;0,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;444;;;;;;2,53;;;;;1260;540;1800;2,69;2,6;0;0;111;0,147;0,294;0,56;16,32;32,63;62,049;45;8;30,6;14,4;36;5,8;132,129;;25;;24;100;;;;;6,4726;10,7877;;15,1027;14,863;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;;;;88,856
